cn,label,en,cleaned_en
粘鼠胶,2,Mouse glue,mouse glue
木质擀面杖,1,Wooden rolling pin,wooden rolling pin
塑料擀面杖,1,Plastic rolling pin,plastic rolling pin
纸质账单,1,Paper bill,paper bill
照相机电池,2,Camera battery,camera battery
塑料砧板,1,Plastic cutting board,plastic cutting board
乳制品,4,Dairy products,dairy products
玻璃制品,1,Glass product,glass product
圆珠笔笔套,1,Ballpoint pen set,ballpoint pen set
水煮花生壳,4,Boiled peanut shells,boiled peanut shells
包装袋,8,Packing bag,packing bag
自动铅笔,8,mechanical pencil,mechanical pencil
钻头,1,drill,drill
安全座椅,16,Safety seats,safety seats
白板,16,Whiteboard,whiteboard
板凳,16,Bench,bench
脚踏车,16,bicycle,bicycle
抽屉,16,drawer,drawer
储物柜,16,Locker,locker
床,16,bed,bed
凳子,16,stool,stool
手风琴,16,accordion,accordion
柜子,16,cabinet,cabinet
大件垃圾,16,Bulky garbage,bulky garbage
家具,16,furniture,furniture
红木家具,16,Mahogany furniture,mahogany furniture
书架,16,bookshelf,bookshelf
课桌,16,desk,desk
席梦思,16,Simmons,simmons
电脑桌,16,Computer Desk,computer desk
书柜,16,bookcase,bookcase
木箱,16,Wooden box,wooden box
收录音机,1,Radio tape recorder,radio tape recorder
小型音响,1,Small speaker,small speaker
饮水机,1,Drinking fountain,drinking fountain
电子游戏机,1,Electronic game console,electronic game console
电子手表,1,electronic watch,electronic watch
尿袋（家庭产生）,8,Urine bag (produced in the family),urine bag produced in the family
手持电风扇,1,Handheld electric fan,handheld electric fan
空调器,1,Air conditioner,air conditioner
大型多功能打印机,1,Large multifunction printer,large multifunction printer
大型复印机,1,Large copier,large copier
大型烘干机,1,Large dryer,large dryer
小型烘干机,1,Small dryer,small dryer
电子体温计,1,Digital Thermometer,digital thermometer
冷暖气机,1,Heating and cooling machine,heating and cooling machine
落地电风扇,1,Floor electric fan,floor electric fan
落地式台灯,1,Floor lamp,floor lamp
迷你电视机,1,Mini TV,mini tv
电子闹钟,1,Electronic alarm clock,electronic alarm clock
大屏电视机,1,Large screen TV,large screen tv
台式电脑,1,Desktop PC,desktop pc
大型显示器,1,Large display,large display
小型显示器,1,Small display,small display
小型保险箱,1,Small safe,small safe
果汁机,1,juicer,juicer
书桌,16,desk,desk
桌子,16,table,table
家用吸尘器,1,Household vacuum cleaner,household vacuum cleaner
